business_name,category,phone,address,zip,stars,review_count,website_url,website_status,new_website_url,google_maps_url,last_verified,notes,possible_owner_name,owner_evidence,place_id,call_status,last_contact_date,contact_notes
C&c green lawn and landscaping service,lawn care / General Contractor,(720) 381-8937,"1905 W Girton Ave, Englewood, CO 80110, USA",80110,4.8,21,https://ccgreenlawncarelandscapedesign.wordpress.com/,placeholder,,https://maps.google.com/?cid=15141371064340377466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,auto-generated host → ccgreenlawncarelandscapedesign.wordpress.com,,google reviews (mentioned 4x): Jimmy,ChIJfUW55BlXI4UReu9itsL0INI,not_called,,
Mr Hoang Lawn Care Garden Landscape Services,landscaping / General Contractor,(720) 445-5599,"3564 W Alamo Dr, Littleton, CO 80123, USA",80123,4.8,21,https://hoanglandscape.com/,placeholder,,https://maps.google.com/?cid=3662272600246078803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,page very short (80 chars of text),,google reviews (mentioned 2x): Ryan,ChIJ9UGPCNV_a4cRU01QwIYB0zI,not_called,,
Releaf Massage and Wellness Cannabis mobile massage,massage therapy / Massage,(720) 257-1792,"7575 E 29th Pl, Denver, CO 80238, USA",80238,4.9,19,http://www.releafmassageandwellness.com/,placeholder,,https://maps.google.com/?cid=10404700464483641041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,page very short (56 chars of text),Meet,google reviews (mentioned 4x): Alina; web yelp.com: Best Mobile; web yelp.com: Updated May; web yelp.ca (owner mention): Meet,ChIJuZjkNrKAa4cR0abjK_LrZJA,not_called,,
Area Northwest Lawn Services,lawn care / Services,(303) 455-5296,"10529 W 77th Dr, Arvada, CO 80005, USA",80005,5,9,https://www.areanorthwestlawnservices.com/,placeholder,,https://maps.google.com/?cid=107790810320692950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,matched placeholder phrase: 'default page',Robb,google reviews (mentioned 3x): Robb; web chamberofcommerce.com (owner mention): Robb; web yelp.com (owner mention): Knowledgeable,ChIJMThHdLmHa4cR1mY3vyvzfgE,not_called,,
Sol State Massage and Integrative Bodywork,massage therapy / Massage,(630) 702-9039,"2949 Federal Blvd Suite 234, Denver, CO 80211, USA",80211,5,7,https://solstatebodywork.squarespace.com/,placeholder,,https://maps.google.com/?cid=13174909343977611755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,auto-generated host → solstatebodywork.squarespace.com,,google reviews (mentioned 7x): Angelina,ChIJYbsA9Z55bIcR66HCoz6u1rY,not_called,,
Milehighblades,barber shop / Barber shop,(720) 628-2481,"2922 W Jewell Ave, Denver, CO 80219, USA",80219,4.8,79,https://linktr.ee/mhblades.barbershop,social_only,,https://maps.google.com/?cid=6074027370418766226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,link aggregator → linktr.ee,,google reviews (mentioned 5x): High,ChIJh_PiLel_bIcRkoHPObZHS1Q,not_called,,
PaWash Pet Spa LLC,pet grooming / Pet Care,(303) 806-0911,"3511 S Logan St, Englewood, CO 80113, USA",80113,4.9,78,http://www.facebook.com/pawashpetspa,social_only,,https://maps.google.com/?cid=15944922262885492233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,social URL → facebook.com,Rick,google reviews (owner mention): Rick; web yelp.com (owner mention): Information; web qualitybusinessawards.com: Pet Grooming,ChIJ2_MHmfGBbIcRCeaBelG-R90,not_called,,
Somnium Therapeutics - Massage and Bodywork,massage therapy / Massage,(720) 296-0775,"2048 Larimer St #200, Denver, CO 80205, USA",80205,5,68,https://linktr.ee/somnium.therapeutics,social_only,,https://maps.google.com/?cid=6598950493887977257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,link aggregator → linktr.ee,,google reviews (mentioned 5x): Val,ChIJQzscy4x5bIcRKdeU7oIulFs,not_called,,
Petology Groomery,pet grooming / Pet Care,(303) 797-4248,"9719 W Coal Mine Ave H, Littleton, CO 80123, USA",80123,4.8,60,https://www.facebook.com/petologygroomery/,social_only,,https://maps.google.com/?cid=12135643896925031538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,social URL → facebook.com,,google reviews (mentioned 2x): You,ChIJhWc7z3p_a4cRcozarNN3aqg,not_called,,
Boulevard “BLVD” Barbers,barber shop / Barber shop,(720) 346-6256,"395 W Littleton Blvd Ste. B, Littleton, CO 80120, USA",80120,4.9,56,https://linktr.ee/boulevardblvdbarbers,social_only,,https://maps.google.com/?cid=8734857358793807030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,link aggregator → linktr.ee,Jesus,google reviews (owner mention): Jesus; google reviews (mentioned 3x): Gabe,ChIJ7_pUQO-BbIcRtpScEn1yOHk,not_called,,
Sit and Stay Grooming,pet grooming / Pet Care,(720) 492-3884,"3828 S Broadway, Englewood, CO 80113, USA",80113,4.8,42,https://www.facebook.com/share/1XDor2o53M/?mibextid=LQQJ4d,social_only,,https://maps.google.com/?cid=5392982306716584761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,social URL → facebook.com,,google reviews (mentioned 5x): Jen; web facebook.com: Stay Grooming,ChIJP_tN1k6BbIcROQvPr9W410o,not_called,,
FadedbyElias,barber shop / Barber shop,,"7873 W Jewell Ave suit 1, Lakewood, CO 80232, USA",80232,5,40,https://linktr.ee/fadedbyelias,social_only,,https://maps.google.com/?cid=5137947380157831549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,link aggregator → linktr.ee,,google reviews (mentioned 5x): Elias,ChIJLT0MAgiBa4cRfdn0lOunTUc,not_called,,
Slay’d Nail Studio,nail salon / Nail Salon,(720) 461-6222,"14152 E Cedar Ave Ste 107, Aurora, CO 80012, USA",80012,5,11,http://instagram.com/NailByAlisaMarie,social_only,,https://maps.google.com/?cid=680789822580962269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,social URL → instagram.com,,google reviews (mentioned 6x): Alisa,ChIJ75mgYOVjbIcR3bOjlbymcgk,not_called,,
Grooming by Jen,pet grooming / Pet Care,(720) 375-0237,"5150 S Federal Blvd, Littleton, CO 80123, USA",80123,5,7,http://facebook.com/ColoradoGroomingbyJen,social_only,,https://maps.google.com/?cid=2243250022861142021&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,social URL → facebook.com,,,ChIJ-4VRPX2AbIcRBXgGswKgIR8,not_called,,
Hoffman Heights S&R Barber Shop,barber shop / Barber shop,(303) 366-6750,"636C Peoria St, Aurora, CO 80011, USA",80011,4.8,239,https://www.yelp.com/biz/hoffman-heights-s-and-r-barber-shop-aurora,directory,,https://maps.google.com/?cid=9707272801719166777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,directory URL → yelp.com,Ruben,google reviews (owner mention): Ruben; google reviews (mentioned 3x): David,ChIJJZ6ga818bIcROSdIjC4pt4Y,not_called,,
QHAUL Junk Removal,junk removal / Services,(720) 500-2022,"17033 E Pacific Pl, Aurora, CO 80013, USA",80013,5,422,http://www.qhauljunk.com/,unreachable,,https://maps.google.com/?cid=9041208372066720471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site unreachable (ConnectionError),Shipp,web yelp.com: Updated May; web bbb.org (owner mention): Shipp,ChIJpU53095qPwAR1xpTrRzTeH0,not_called,,
Quincy Barbers LLC,barber shop / Barber shop,(720) 208-3957,"460 E Quincy Ave, Englewood, CO 80113, USA",80113,4.8,402,http://quincy-barbers.com/,unreachable,,https://maps.google.com/?cid=6394714165290864031&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site unreachable (ConnectionError),,google reviews (mentioned 5x): Sean,ChIJMzTvd2CAbIcRnw1SFqeWvlg,not_called,,
MQ Landscaping & Tree Services,tree service / Services,(720) 949-3979,"1420 S Lewiston St, Aurora, CO 80017, USA",80017,4.9,119,http://mqlandscapingtreeservices.com/,unreachable,,https://maps.google.com/?cid=14712540343290863390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site unreachable (ConnectionError),,google reviews (mentioned 4x): Moises,ChIJZ7fw7IdibIcRHp906X1xLcw,not_called,,
Blue Ridge Landscaping Design,landscaping / General Contractor,(720) 318-2151,"7220 E 72nd Ave #202, Commerce City, CO 80022, USA",80022,4.9,70,http://www.blueridgelandscapingdesign.com/,unreachable,,https://maps.google.com/?cid=1811711076531742715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site unreachable (ConnectionError),,google reviews (mentioned 5x): Denilson,ChIJV3Px_PLAGgIR-6dQEKB9JBk,not_called,,
Dirty Whip Details,auto detailing / Car Wash,(720) 595-1551,"5534 Crystal Way, Denver, CO 80239, USA",80239,5,7,http://dirtywhipdetails.com/,unreachable,,https://maps.google.com/?cid=8348813290408488973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site unreachable (ConnectionError),Preciado,google reviews (mentioned 2x): Carlos; web bbb.org (owner mention): Preciado,ChIJUdDultFlbIcRDbDbJnTx3HM,not_called,,
Holistic Wellness Spa,massage therapy / Massage spa,(303) 669-2737,"11111 E Mississippi Ave #210, Aurora, CO 80012, USA",80012,5,6,https://holisticwellnessspas.com/,unreachable,,https://maps.google.com/?cid=11640881407203567618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site unreachable (ConnectionError),,google reviews (mentioned 5x): Rita,ChIJvaO5SkR9bIcRAmjRvPa3jKE,not_called,,
A Touch of Peace: Massage Therapy & Bodywork,massage therapy / Massage,(720) 295-2661,"2727 Bryant St Suite 206, Denver, CO 80211, USA",80211,4.9,138,http://iamerynhays.com/massage-therapy,broken,,https://maps.google.com/?cid=10021308781171904097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,broken link (HTTP 404),,google reviews (mentioned 11x): Eryn,ChIJd_ShPJiHa4cRYQ5Bxj3XEos,not_called,,
Ilaria Spa Therapies Massage Therapy - Emily Sanders LMT,massage therapy / Massage spa,(720) 290-5164,"Home Office Only, 8372 S Erickson Blvd, Littleton, CO 80129, USA",80129,5,52,https://www.vagaro.com/ilariaspatherapies,broken,,https://maps.google.com/?cid=11015025682921308063&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,broken link (HTTP 404),,,ChIJ8cpf3XOFbIcRnz9Unn873Zg,not_called,,
Fetching Fido,pet grooming / Pet Care,(303) 253-5340,"6596 S Broadway, Centennial, CO 80121, USA",80121,4.9,39,http://www.fetchingfidoco.com/,broken,,https://maps.google.com/?cid=14407001492387975084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,broken link (HTTP 404),,google reviews (mentioned 5x): Julie,ChIJN4Ebo9OBbIcRrM9OmIbz78c,not_called,,
Mike Pomerantz LMT,massage therapy / Massage,(720) 515-2363,"7505 E 35th Ave #302, Denver, CO 80238, USA",80238,5,12,https://mikepomerantzlmt.my.canva.site/,broken,,https://maps.google.com/?cid=692232378689247082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,broken link (HTTP 404),,,ChIJ93MMaPF7bIcRatfLSa5Nmwk,not_called,,
Swift Auto Detailing,auto detailing,(720) 347-0589,"1725 W Mississippi Ave, Denver, CO 80223, USA",80223,5,6,https://www.swiftdenverdetailing.com/,broken,,https://maps.google.com/?cid=11671139103398779272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,broken link (HTTP 404),Jason,google reviews (owner mention): Jason; web m.yelp.com (owner mention): Often; web m.yelp.com: Swift Auto,ChIJERQTjVR_bIcRiFlBni03-KE,not_called,,
FB Mobile Auto Detailing LLC,auto detailing / Car Wash,(720) 253-5383,"7575 E Arkansas Ave #8-203, Denver, CO 80231, USA",80231,4.9,72,https://fbmobiledetailingdenver.com/,blocked,,https://maps.google.com/?cid=1275273007033322188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site blocks bots (HTTP 403),,google reviews (mentioned 6x): Sean,ChIJTbK_cwF2ZGQRzIrdDwuushE,not_called,,
Iron Hands Massage Therapy,massage therapy / Massage,(720) 556-2497,"8500 W Bowles Ave Ste 200, Littleton, CO 80123, USA",80123,5,52,http://www.massagebook.com/biz/ironhandsmassagetherapy,blocked,,https://maps.google.com/?cid=11947279763540917410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site blocks bots (HTTP 403),,google reviews (mentioned 7x): Kyle,ChIJAdlZUpGDbIcRorwRQqVDzaU,not_called,,
Pride Massage Therapy,massage therapy / Massage,(205) 200-2097,"1185 Xanthia St, Denver, CO 80220, USA",80220,5,9,http://www.massagebook.com/biz/PrideMassageTherapy,blocked,,https://maps.google.com/?cid=17899803939762824189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,6/5/2026,site blocks bots (HTTP 403),,google reviews (mentioned 4x): Nate,ChIJUzY5cAR9bIcR_WOzktjgaPg,not_called,,
